Record,Site_ID,Lat_Field,Long_Field,DRNAREA_mi2,Stream_name,Period,Region,Climate Class,Original Site,Class_actual,Class_nominal,Class_OSDAM,Class_final,Class_comb,SI_macro,SI_amph,SI_fish,Date,Time_tot,B&B,Structure,Texture,Erosion,Deposition,Sinuosity,Headcuts,GW,Springs,Leaflitter,Debris,Redox,Wetl_pl_M09,Roots,Mosses,Bacteria,Macro_M08,Macro_M09,Amph_M08,Amph_M09,Fish,Lichen,Riparian,Tot_geo_M09,Tot_hyd,Tot_bio_M09,Tot_all_M09,Width,Length,Slope_v,Slope_t,%Bedrock,SW_char,%SF,%SF_hyp,Pools,Q,Temp,Conduct,Thalwag,Straight,Ratio,Bends,Trichop,Hemip,Coleop,Decap,Ephem,Plecop,Basom,Odon,Other_macro,Macro_M09b,Macro_ind,Amph_ind,Wtl_pl_ind,Wet_hole,Dry_hole,Condition,Condition_2,Macro_present,Wtl_pl_present,Ephem_present,Per_macro_present,Slope_16,Slope_10_5
858,803,46.19894,-123.29357,0.04,Unnamed trib to Beaver Creek,F10,WA_w,V,Y,E,E,VNA,VNA,VNA,VNA,VNA,VNA,11/22/2010,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface water absent,0,0,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
859,803,46.19894,-123.29357,0.04,Unnamed trib to Beaver Creek,S11,WA_w,V,Y,E,E,VNA,VNA,VNA,VNA,VNA,VNA,2/14/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface water absent,0,0,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
860,803,46.19894,-123.29357,0.04,Unnamed trib to Beaver Creek,S11,WA_w,V,Y,E,E,VNA,VNA,VNA,VNA,VNA,VNA,6/2/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface water absent,0,0,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
861,803,46.19894,-123.29357,0.04,Unnamed trib to Beaver Creek,F11,WA_w,V,Y,E,E,VNA,VNA,VNA,VNA,VNA,VNA,9/22/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface water absent,0,0,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
862,803,46.19894,-123.29357,0.04,Unnamed trib to Beaver Creek,F11,WA_w,V,Y,E,E,VNA,VNA,VNA,VNA,VNA,VNA,10/19/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface water absent,0,0,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
863,810,48.30449,-116.27377,0.55,Unnamed trib to Trestle Creek,F10,ID_n,W,Y,P,I,VNA,VNA,VNA,VNA,VNA,VNA,11/9/2010,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Continuous surface flow,100,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
864,810,48.30449,-116.27377,0.55,Unnamed trib to Trestle Creek,F11,ID_n,W,Y,P,I,VNA,VNA,VNA,VNA,VNA,VNA,9/7/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Continuous surface flow,100,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
865,811,48.33018,-116.23891,0.11,Unnamed trib to Trestle Creek,F10,ID_n,W,Y,I,E,VNA,VNA,VNA,VNA,VNA,VNA,11/9/2010,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface water absent,0,0,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
866,811,48.33018,-116.23891,0.11,Unnamed trib to Trestle Creek,F11,ID_n,W,Y,I,E,VNA,VNA,VNA,VNA,VNA,VNA,9/7/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface water absent,0,0,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
867,812,48.30391,-116.16464,0.74,Mink Creek,F10,ID_n,V,Y,P,P,VNA,VNA,VNA,VNA,VNA,VNA,11/9/2010,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Continuous surface flow,100,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
868,812,48.30391,-116.16464,0.74,Mink Creek,F11,ID_n,V,Y,P,P,VNA,VNA,VNA,VNA,VNA,VNA,9/7/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Continuous surface flow,100,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
869,813,48.27187,-116.12718,0.34,Unnamed trib to Lightning Creek,F10,ID_n,V,N,E,P,VNA,VNA,VNA,VNA,VNA,VNA,11/9/2010,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface water absent,0,0,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
870,813,48.27187,-116.12718,0.34,Unnamed trib to Lightning Creek,F11,ID_n,V,N,E,P,VNA,VNA,VNA,VNA,VNA,VNA,9/7/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface water absent,0,0,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
871,814,48.26963,-116.12272,0.08,Unnamed trib to Lightning Creek,F10,ID_n,V,Y,I,I,VNA,VNA,VNA,VNA,VNA,VNA,11/9/2010,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Continuous surface flow,100,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
872,814,48.26963,-116.12272,0.08,Unnamed trib to Lightning Creek,F11,ID_n,V,Y,I,I,VNA,VNA,VNA,VNA,VNA,VNA,9/7/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface flow present but not continuous,70,75,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
873,815,48.23594,-116.11012,0.95,Unnamed trib to Lightning Creek,F10,ID_n,W,N,I,E,VNA,VNA,VNA,VNA,VNA,VNA,11/9/2010,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Continuous surface flow,100,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
874,815,48.23594,-116.11012,0.95,Unnamed trib to Lightning Creek,F11,ID_n,W,N,I,E,VNA,VNA,VNA,VNA,VNA,VNA,9/7/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface water absent,0,0,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
875,816,47.74528,-116.61634,0.09,Unnamed trib to Fernan Creek,F10,ID_n,W,N,E,E,VNA,VNA,VNA,VNA,VNA,VNA,11/9/2010,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface water absent,0,0,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
876,816,47.74528,-116.61634,0.09,Unnamed trib to Fernan Creek,F11,ID_n,W,N,E,E,VNA,VNA,VNA,VNA,VNA,VNA,9/6/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface water absent,0,0,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
877,817,47.72382,-116.65646,0.05,Unnamed trib to Fernan Creek,F10,ID_n,W,Y,P,E,VNA,VNA,VNA,VNA,VNA,VNA,11/9/2010,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Continuous surface flow,100,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
878,817,47.72382,-116.65646,0.05,Unnamed trib to Fernan Creek,S11,ID_n,W,Y,P,E,VNA,VNA,VNA,VNA,VNA,VNA,4/19/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Continuous surface flow,100,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
879,817,47.72382,-116.65646,0.05,Unnamed trib to Fernan Creek,S11,ID_n,W,Y,P,E,VNA,VNA,VNA,VNA,VNA,VNA,6/8/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Continuous surface flow,100,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
880,817,47.72382,-116.65646,0.05,Unnamed trib to Fernan Creek,F11,ID_n,W,Y,P,E,VNA,VNA,VNA,VNA,VNA,VNA,9/6/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Continuous surface flow,100,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
881,818,47.62627,-116.34932,2.69,Little Tepee Creek,F10,ID_n,W,Y,P,I,VNA,VNA,VNA,VNA,VNA,VNA,11/9/2010,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Continuous surface flow,100,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
882,818,47.62627,-116.34932,2.69,Little Tepee Creek,S11,ID_n,W,Y,P,I,VNA,VNA,VNA,VNA,VNA,VNA,6/8/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Continuous surface flow,100,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
883,818,47.62627,-116.34932,2.69,Little Tepee Creek,F11,ID_n,W,Y,P,I,VNA,VNA,VNA,VNA,VNA,VNA,9/7/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Continuous surface flow,100,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
884,819,47.63396,-116.36034,0.92,Unnamed trib to Little N.F. Coeur D'alene River,F10,ID_n,W,N,E,E,VNA,VNA,VNA,VNA,VNA,VNA,11/9/2010,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface water absent,0,0,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
885,819,47.63396,-116.36034,0.92,Unnamed trib to Little N.F. Coeur D'alene River,S11,ID_n,W,N,E,E,VNA,VNA,VNA,VNA,VNA,VNA,6/8/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface flow present but not continuous,5,5,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
886,819,47.63396,-116.36034,0.92,Unnamed trib to Little N.F. Coeur D'alene River,F11,ID_n,W,N,E,E,VNA,VNA,VNA,VNA,VNA,VNA,9/7/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface water absent,0,0,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
887,820,47.7136,-116.67728,2.01,Dry Gulch,S11,ID_n,W,Y,P,P,VNA,VNA,VNA,VNA,VNA,VNA,11/9/2010,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Continuous surface flow,100,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
888,820,47.7136,-116.67728,2.01,Dry Gulch,S11,ID_n,W,Y,P,P,VNA,VNA,VNA,VNA,VNA,VNA,6/8/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Continuous surface flow,100,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
889,820,47.7136,-116.67728,2.01,Dry Gulch,S11,ID_n,W,Y,P,P,VNA,VNA,VNA,VNA,VNA,VNA,9/6/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Continuous surface flow,100,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
890,821,47.76212,-116.59772,0.07,Unnamed trib to Lost Mine Creek,F10,ID_n,W,N,P,E,VNA,VNA,VNA,VNA,VNA,VNA,11/9/2010,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Continuous surface flow,100,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
891,821,47.76212,-116.59772,0.07,Unnamed trib to Lost Mine Creek,F11,ID_n,W,N,P,E,VNA,VNA,VNA,VNA,VNA,VNA,9/7/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Continuous surface flow,100,100,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
892,822,47.73099,-116.39571,0.76,Unnamed trib to Little N.F. Coeur D'alene River,F10,ID_n,W,Y,E,I,VNA,VNA,VNA,VNA,VNA,VNA,11/9/2010,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface water absent,0,0,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
893,822,47.73099,-116.39571,0.76,Unnamed trib to Little N.F. Coeur D'alene River,F11,ID_n,W,Y,E,I,VNA,VNA,VNA,VNA,VNA,VNA,9/7/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface water absent,0,0,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
894,823,47.67741,-116.3633,0.36,Unnamed trib to Little N.F. Coeur D'alene River,F10,ID_n,W,Y,I,I,VNA,VNA,VNA,VNA,VNA,VNA,11/9/2010,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface flow present but not continuous,7.3,66,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
895,823,47.67741,-116.3633,0.36,Unnamed trib to Little N.F. Coeur D'alene River,F11,ID_n,W,Y,I,I,VNA,VNA,VNA,VNA,VNA,VNA,9/7/2011,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,Surface water absent,0,0,0,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
